"filename","restoration_type","species_annotation_codes","scientific_name","common_name","bout","song","call","begin_time_in_s","end_time_in_s","low_freq_in_Hz","high_freq_in_Hz","peak_freq_in_Hz","center_freq_in_Hz","delta_freq_in_Hz","BW_90_in_Hz","delta_time_in_s","dur_90_in_s","min_amp","max_amp","peak_amp","file_offset"
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 7",0,1,87.5030823,87.8066752,6111.5,8074.3,6750,6843.75,1962.825,1218.75,0.3036,0.2133,-925,1199,1199,87.5030823
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 8",0,1,88.4510357,88.7484328,6111.5,8386.6,6843.75,6843.75,2275.093,1593.75,0.2974,0.224,-558,668,668,88.4510357
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,90.3965295,90.7249056,6736.1,8297.4,7031.25,7218.75,1561.338,1312.5,0.3284,0.2507,-7294,6630,7294,90.3965295
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,92.0631927,92.4101561,6780.7,8475.8,7125,7218.75,1695.167,1218.75,0.347,0.224,-714,816,816,92.0631927
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,93.1970194,93.5501785,6557.6,8609.7,7125,7312.5,2052.045,1312.5,0.3532,0.224,-550,623,623,93.1970194
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,94.2255178,94.5848727,6334.6,8208.2,7031.25,7125,1873.606,843.75,0.3594,0.2133,-537,667,667,94.2255178
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,95.1548839,95.4646726,6736.1,7672.9,7125,7125,936.803,562.5,0.3098,0.1653,-630,613,630,95.1548839
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 6",0,1,96.3011021,96.604695,6602.2,7539,6937.5,6937.5,936.803,656.25,0.3036,0.1813,-551,650,650,96.3011021
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 7",0,1,97.0879654,97.4473203,6200.7,7940.5,6843.75,6843.75,1739.777,1312.5,0.3594,0.2347,-551,625,625,97.0879654
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 8",0,1,98.0111357,98.4076653,6156.1,8743.5,6375,6843.75,2587.361,1875,0.3965,0.2613,-562,590,590,98.0111357
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 9",0,1,99.7521482,99.9999792,6066.9,8565.1,6562.5,6656.25,2498.141,1687.5,0.2478,0.1973,-591,699,699,99.7521482
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,100.89838722,101.15860973,6022.3,7182.2,6375,6375,1159.851,843.75,0.2602,0.16,-623,625,625,100.89838722
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,102.29243636,102.60842084,6111.5,8029.7,6562.5,6656.25,1918.216,937.5,0.316,0.176,-750,802,802,102.29243636
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,103.45724187,103.76083479,6200.7,8029.7,6843.75,6843.75,1828.996,1125,0.3036,0.1813,-728,810,810,103.45724187
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,104.56628541,104.90705297,5977.7,7851.3,6843.75,6656.25,1873.606,1218.75,0.3408,0.2027,-577,702,702,104.56628541
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,105.947943,106.35066831,6156.1,8208.2,6750,6750,2052.045,1312.5,0.4027,0.208,-695,795,795,105.947943
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 6",0,1,106.93307106,107.31101327,6111.5,8252.8,6562.5,6656.25,2141.264,1312.5,0.3779,0.2027,-730,807,807,106.93307106
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 7",0,1,109.72736511,109.99997917,6066.9,8208.2,7031.25,7031.25,2141.264,1031.25,0.2726,0.1867,-602,796,796,109.72736511
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,111.74101248,112.04460541,6691.4,7806.7,7031.25,7125,1115.242,656.25,0.3036,0.1493,-836,654,836,111.74101248
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,112.98016727,113.29615175,6290,8386.6,7218.75,7312.5,2096.654,1125,0.316,0.1973,-831,805,831,112.98016727
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,114.63443892,114.97520649,6691.4,8609.7,7406.25,7406.25,1918.216,937.5,0.3408,0.1813,-712,933,933,114.63443892
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,117.72613012,118.04831037,6959.1,8698.9,7687.5,7593.75,1739.777,1031.25,0.3222,0.1707,-1266,1652,1652,117.72613012
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,118.6369089,118.97148069,6557.6,8208.2,6843.75,6937.5,1650.558,1218.75,0.3346,0.1867,-1409,1674,1674,118.6369089
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 6",0,1,119.40518487,119.69019047,6691.4,8163.6,7125,7125,1472.119,937.5,0.285,0.1813,-843,954,954,119.40518487
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,120.10532816,120.4770746,6290,8342,7218.75,7218.75,2052.045,1031.25,0.3717,0.1813,-1297,1376,1376,120.10532816
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,121.10284776,121.38165759,6423.8,7672.9,6750,6843.75,1249.071,843.75,0.2788,0.16,-692,721,721,121.10284776
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,122.87483912,123.20321514,6736.1,7962.8,7312.5,7125,1226.766,937.5,0.3284,0.1867,-1210,1248,1248,122.87483912
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,124.96901071,125.27879941,6713.8,8386.6,7218.75,7312.5,1672.862,937.5,0.3098,0.1707,-1189,1304,1304,124.96901071
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,126.07805425,126.38164718,6691.4,7762.1,6937.5,6937.5,1070.632,656.25,0.3036,0.1813,-571,593,593,126.07805425
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 6",0,1,128.95289337,129.24409474,6423.8,8208.2,7125,7125,1784.387,1218.75,0.2912,0.1867,-651,726,726,128.95289337
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,130.40272531,130.67533936,6290,8208.2,6843.75,7125,1918.216,1218.75,0.2726,0.1813,-610,591,610,130.40272531
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,131.27013366,131.56753081,6334.6,7851.3,7125,6843.75,1516.729,1125,0.2974,0.192,-459,581,581,131.27013366
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,132.2118913,132.61461661,6022.3,8520.4,6937.5,6937.5,2498.141,1781.25,0.4027,0.2773,-633,681,681,132.2118913
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,137.50927804,137.83765406,6245.4,9100.4,7406.25,7218.75,2855.019,1687.5,0.3284,0.2293,-686,660,686,137.50927804
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,138.72364973,139.0644173,6468.4,8565.1,7687.5,7312.5,2096.654,1218.75,0.3408,0.2187,-524,628,628,138.72364973
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,142.54026732,142.85625179,6736.1,9055.8,7406.25,7406.25,2319.703,1406.25,0.316,0.208,-681,817,817,142.54026732
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,145.11770929,145.40891066,6156.1,8119,7031.25,7031.25,1962.825,1593.75,0.2912,0.1973,-457,504,504,145.11770929
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,148.56875538,148.80419479,6111.5,7762.1,6562.5,6656.25,1650.558,1125,0.2354,0.1547,-456,548,548,148.56875538
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,149.78312708,149.99997917,6022.3,7762.1,6375,6656.25,1739.777,937.5,0.2169,0.1547,-743,848,848,149.78312708
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,151.20198015,151.59850968,6200.7,8208.2,6750,6937.5,2007.435,1218.75,0.3965,0.2347,-567,775,775,151.20198015
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,153.37669681,153.67409396,5888.5,7316,6187.5,6281.25,1427.509,843.75,0.2974,0.1813,-525,716,716,153.37669681
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,154.56628541,154.82031214,6066.9,7628.3,6281.25,6468.75,1561.338,1031.25,0.254,0.1653,-586,701,701,154.56628541
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,156.25153592,156.64806546,6066.9,7940.5,6468.75,6750,1873.606,1406.25,0.3965,0.2293,-472,529,529,156.25153592
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,158.86615253,159.26268207,6156.1,8475.8,6937.5,7031.25,2319.703,1500,0.3965,0.2187,-627,797,797,158.86615253
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,160.15489435,160.49566192,6156.1,8297.4,6468.75,6843.75,2141.264,1500,0.3408,0.224,-680,706,706,160.15489435
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,161.51796462,161.809166,6111.5,8252.8,6562.5,6562.5,2141.264,1406.25,0.2912,0.16,-592,689,689,161.51796462
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,163.97149111,164.36182487,6334.6,8252.8,6937.5,7031.25,1918.216,1031.25,0.3903,0.2027,-701,687,701,163.97149111
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,165.28499519,165.57000079,6379.2,7895.9,7593.75,7125,1516.729,1125,0.285,0.1973,-572,575,575,165.28499519
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,166.32588521,166.64806546,6557.6,8520.4,7125,7312.5,1962.825,1031.25,0.3222,0.1707,-763,840,840,166.32588521
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 6",0,1,167.29242595,167.61460619,6691.4,7940.5,6843.75,7031.25,1249.071,843.75,0.3222,0.192,-655,703,703,167.29242595
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 7",0,1,168.34570752,168.64310467,6334.6,7717.5,7125,7031.25,1382.9,1031.25,0.2974,0.1813,-638,647,647,168.34570752
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,170.192069,170.4584873,6290,7806.7,6843.75,6843.75,1516.729,750,0.2664,0.144,-924,842,924,170.192069
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,171.2267632,171.4931815,6245.4,7717.5,6468.75,7031.25,1472.119,1218.75,0.2664,0.16,-857,857,857,171.2267632
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,172.8562518,173.1722363,6156.1,8029.7,6375,6562.5,1873.606,1406.25,0.316,0.1973,-633,653,653,172.8562518
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,173.6926813,173.9529038,6290,7672.9,6468.75,6562.5,1382.9,1125,0.2602,0.1653,-796,913,913,173.6926813
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,175.6753289,176.0470754,6022.3,8654.3,6750,6937.5,2631.97,1500,0.3717,0.2293,-783,824,824,175.6753289
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 6",0,1,176.7719809,177.1313358,6066.9,8252.8,6750,6843.75,2185.874,1312.5,0.3594,0.208,-793,771,793,176.7719809
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 7",0,1,178.3085329,178.6554962,6156.1,8297.4,6656.25,6843.75,2141.264,1406.25,0.347,0.2027,-576,575,576,178.3085329
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 8",0,1,179.3865975,179.6034496,6245.4,7717.5,7312.5,7218.75,1472.119,937.5,0.2169,0.144,-750,803,803,179.3865975
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,180.2850056,180.6877309,6156.1,8074.3,6468.75,6656.25,1918.216,1218.75,0.4027,0.24,-620,695,695,180.2850056
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,181.5551393,181.8835153,6379.2,8074.3,6937.5,6937.5,1695.167,750,0.3284,0.1813,-793,826,826,181.5551393
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,182.8748391,183.1164743,6245.4,7806.7,6937.5,6843.75,1561.338,937.5,0.2416,0.176,-623,714,714,182.8748391
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,185.5947839,185.8612022,6468.4,7583.6,6656.25,6750,1115.242,656.25,0.2664,0.1813,-632,672,672,185.5947839
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,186.6542612,186.9330711,6200.7,7494.4,6375,6468.75,1293.68,843.75,0.2788,0.1653,-656,677,677,186.6542612
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 6",0,1,188.8599568,189.1697455,6334.6,7895.9,6656.25,6656.25,1561.338,937.5,0.3098,0.1867,-505,701,701,188.8599568
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,190.3531591,190.7001225,6334.6,7762.1,6656.25,6562.5,1427.509,937.5,0.347,0.24,-762,890,890,190.3531591
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,192.6703786,192.9553842,6557.6,7985.1,6843.75,6843.75,1427.509,843.75,0.285,0.1813,-629,709,709,192.6703786
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,194.8946614,195.2664079,6245.4,7985.1,6750,6843.75,1739.777,937.5,0.3717,0.2187,-542,693,693,194.8946614
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,195.8612022,196.2949063,6156.1,8832.7,6937.5,7031.25,2676.58,1312.5,0.4337,0.2187,-855,764,855,195.8612022
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,196.8339387,197.1870978,6156.1,8609.7,6843.75,6937.5,2453.532,1406.25,0.3532,0.208,-726,828,828,196.8339387
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 6",0,1,198.1722258,198.5749512,6066.9,8342,7031.25,6937.5,2275.093,1125,0.4027,0.208,-675,735,735,198.1722258
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,203.3395222,203.5687658,6646.8,8163.6,7312.5,7312.5,1516.729,843.75,0.2292,0.1493,-587,618,618,203.3395222
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,206.0470754,206.4374091,6646.8,8877.3,7218.75,7312.5,2230.483,843.75,0.3903,0.1707,-711,915,915,206.0470754
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,207.6022146,207.9553738,6468.4,8698.9,7218.75,7312.5,2230.483,1031.25,0.3532,0.1867,-664,719,719,207.6022146
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,208.7546286,209.1573539,6780.7,8832.7,7031.25,7218.75,2052.045,1312.5,0.4027,0.224,-578,775,775,208.7546286
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,211.0037154,211.3196999,6334.6,7895.9,6937.5,7031.25,1561.338,843.75,0.316,0.1813,-558,624,624,211.0037154
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,211.7224252,212.2118913,6557.6,8743.5,7125,7218.75,2185.874,1125,0.4895,0.2293,-558,680,680,211.7224252
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,214.8884657,215.235429,6468.4,8208.2,7312.5,7218.75,1739.777,843.75,0.347,0.2187,-512,628,628,214.8884657
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,216.8029598,217.1747062,6691.4,8119,6937.5,7031.25,1427.509,937.5,0.3717,0.24,-478,530,530,216.8029598
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,218.2899456,218.6988666,6423.8,8252.8,7031.25,7125,1828.996,656.25,0.4089,0.1973,-836,728,836,218.2899456
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 6",0,1,219.2936609,219.5724708,6557.6,8119,7218.75,7125,1561.338,1125,0.2788,0.1707,-617,574,617,219.2936609
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,220.3345718,220.6753394,6111.5,8163.6,6656.25,6843.75,2052.045,1031.25,0.3408,0.1867,-657,666,666,220.3345718
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,221.4064407,221.7224252,6111.5,8208.2,6656.25,6843.75,2096.654,1031.25,0.316,0.1973,-585,606,606,221.4064407
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,224.2131263,224.4423699,6156.1,7628.3,7031.25,7031.25,1472.119,843.75,0.2292,0.144,-581,694,694,224.2131263
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,224.8946614,225.1362966,6066.9,7806.7,6843.75,7031.25,1739.777,1031.25,0.2416,0.176,-574,608,608,224.8946614
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,228.2589667,228.5191892,6468.4,7851.3,7125,7125,1382.9,843.75,0.2602,0.1547,-638,731,731,228.2589667
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 6",0,1,229.1635497,229.566275,6379.2,8609.7,7031.25,7218.75,2230.483,1125,0.4027,0.224,-620,795,795,229.1635497
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 1",0,1,230.6753394,231.0284985,6156.1,8654.3,7312.5,7218.75,2498.141,1312.5,0.3532,0.1973,-633,631,633,230.6753394
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 2",0,1,232.1189547,232.4907011,6111.5,8743.5,7125,7218.75,2631.97,1312.5,0.3717,0.208,-806,701,806,232.1189547
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 3",0,1,233.5377869,233.8785545,6379.2,7895.9,6843.75,6937.5,1516.729,750,0.3408,0.16,-571,538,571,233.5377869
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 4",0,1,235.4213022,235.8302233,6423.8,8119,7125,7125,1695.167,937.5,0.4089,0.2133,-588,733,733,235.4213022
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 5",0,1,236.1090331,236.412626,6066.9,7985.1,6750,6750,1918.216,1031.25,0.3036,0.1547,-795,770,795,236.1090331
"HP4008U_20200307_181500","Passive","ABFL","Muscicapa dauurica","Asian Brown Flycatcher","bout 6",0,1,237.3296006,237.6827597,6022.3,7940.5,7406.25,6937.5,1918.216,1218.75,0.3532,0.208,-623,698,698,237.3296006
"VAR310R_20201206_091000","Active","AEDO","Chalcophaps indica","Asian Emerald Dove","bout 1",0,1,6.650545849,7.232948601,267.7,490.7,375,375,223.048,187.5,0.5824,0.496,-1771,1868,1868,6.650545849
"VAR310R_20201206_091000","Active","AEDO","Chalcophaps indica","Asian Emerald Dove","bout 2",0,1,8.273838626,8.905807569,245.4,468.4,375,375,223.048,93.75,0.632,0.5387,-496,493,496,8.273838626
"VAR310R_20201206_091000","Active","AEDO","Chalcophaps indica","Asian Emerald Dove","bout 3",0,1,9.952893368,10.578666538,223,490.7,375,375,267.658,187.5,0.6258,0.528,-492,531,531,9.952893368
"VAR310R_20201206_091000","Active","AEDO","Chalcophaps indica","Asian Emerald Dove","bout 1",0,1,10.63816472,11.23915479,290,468.4,375,375,178.439,0,0.601,0.4853,-554,551,554,10.63816472
"VAR310R_20201206_091000","Active","AEDO","Chalcophaps indica","Asian Emerald Dove","bout 2",0,1,12.2118913,12.84386025,223,446.1,375,375,223.048,93.75,0.632,0.528,-1041,1099,1099,12.2118913
"VAR310R_20201206_091000","Active","AEDO","Chalcophaps indica","Asian Emerald Dove","bout 3",0,1,13.88475027,14.56008963,223,468.4,375,375,245.353,93.75,0.6753,0.544,-463,491,491,13.88475027
"VAR310R_20201206_091000","Active","AEDO","Chalcophaps indica","Asian Emerald Dove","bout 4",0,1,15.5204346,16.18957818,290,468.4,375,375,178.439,0,0.6691,0.528,-546,535,546,15.5204346
